business_id,business_name,contact_name,phone,website,address,latitude,longitude,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,corroboration_sources,corroboration_count,sunbiz_status,sunbiz_name,sunbiz_filing_number,price_tier_source,lat,lon,pkp_edges_summary,pkp_key_signals,pkp_node_type,pkp_picks_shovels_summary,pkp_primary_actions,pkp_primary_risks,pkp_undercurrents_summary,review_count_source
citi,Citi,,(786) 235-9303,,,25.7497,-80.2647,33134,Alhambra Circle,banking,Bank,$$,2.7,Google (Outscraper),20,,,1.0,High,Y,Operational,low_rating(2.7),N,outscraper,,2026-02-19,google,1,,,,inferred,25.7512737,-80.2623716,Alhambra financial district; Alhambra financial cluster,Low rating (2.7) — at-risk,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
citibank,Citibank,,(786) 245-4854,https://www.citi.com/?utm_source=gmb&utm_medium=yext&y_source=1_Mjg5MTY4MDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,1190 South Dixie Highway,25.7211,-80.2773,33146,University of Miami Area,banking,banking/bank,$$$,2.7,Google (SerpApi),20,,,0.60,Moderate,Y,Operational,low_rating(2.7),N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7149779,-80.2757822,Alhambra financial cluster,Low rating (2.7) — at-risk,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
citizens,Citizens,,(305) 341-2465,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,banking,Bank,$$,3.2,Google (Outscraper),20,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7514926,-80.2590082,Ponce corridor professional cluster; Alhambra financial cluster,Monitor for rating/review changes,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
citynationalbank,City National Bank,,(305) 982-3480,https://www.citynational.com/,"5782 Southwest 8th Street, West Miami, FL 33144",25.756,-80.308,33144,Coral Gables,banking,amenity:bank,$$,,,,,,0.9,High,N,,,N,osm,,2026-02-19,"cgcc,osm",2,,,,inferred,25.7632728,-80.2892931,Alhambra financial cluster,Monitor for rating/review changes,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,
city_national_bank_of_florida,City National Bank of Florida,Ms. Cinthya Urena,(305) 445-1941,https://citynational.com,5782 Southwest 8th Street,25.756,-80.308,33144,Coral Gables,banking,Banking and Financial Services,$$,3.8,Google (Outscraper),20,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,"cgcc,osm",2,,,,original,25.7632728,-80.2892931,CGCC member network; Alhambra financial cluster,Monitor for rating/review changes,infrastructure,Federal Reserve system; FDIC; payment processing networks,Maintain monitoring cadence,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
city_of_coral_gables,City of Coral Gables,Mr. Peter Iglesias,(305) 446-6800,https://coralgables.com,,25.742227,-80.266061,,Coral Gables,nonprofit,Government Departments & Associations,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
city_of_south_miami_city_hall,City of South Miami City Hall,,(305) 250-5300,https://www.southmiamifl.gov/,6130 Sunset Drive,25.7062,-80.282,33143,Sunset / South Gables,government,other_amenity/townhall,$$,3.7,Google (SerpApi),76,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7034785,-80.29184,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
city_permit,City Permit,Mr. Jesse Tarr,(305) 908-1142,https://citypermit.us,"405 Biltmore Way, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,technology,,$$,2.5,Google (SerpApi),56,,,0.60,Moderate,Y,Operational,low_rating(2.5),Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Low rating (2.5) — at-risk,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
city_year_miami,City Year Miami,Ms. Sheron Williams,(786) 406-7900,https://cityyear.org/miami,"2121 Ponce de Leon Blvd SUITE 350, Coral Gables, FL 33134",25.7497,-80.2647,33134,Coral Gables,nonprofit,,$$,5.0,Google (Outscraper),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.7532952,-80.2580065,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
claim_check_consultants,Claim Check Consultants,,(866) 463-4009,https://claimcheckconsultants.com/,6555 Bird Road,25.7077,-80.3093,33155,Bird Road Corridor,insurance,insurance/insurance,$$$,5,Google (SerpApi),12,,,0.60,Low,Y,Critical,multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7336794,-80.3020929,Bird Road commercial strip; Alhambra financial cluster,High rating (5.0) — quality leader; Low validation confidence — verify status,infrastructure,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,Climate risk repricing; Citizens Insurance reform; litigation environment,inferred
classiccollisioncoralgables,Classic Collision Coral Gables,,(305) 262-6990,https://classiccollision.com,"2675 SW 69th Court, Miami, FL 33155",,,,Coral Gables,auto_dealer,collision repair,$$,3.4,Web,110,,,1.0,High,N,,,N,non-cgcc-run2,,2026-02-19,cgcc,1,,,,inferred,,,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
classicvantageswellness,Classic Vantage Spa & Wellness,,(786) 953-6491,https://classicvantagespa.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,wellness,Day spa,$$,4.9,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7539126,-80.25970509999999,Ponce corridor professional cluster,High rating (4.9) — quality leader,platform,Equipment suppliers; certification bodies; insurance panels,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
claudie_restaurant,CLAUDIE RESTAURANT,Ms. Melek Simsek,(305) 990-1101,https://claudierestaurant.com,"1101 Brickell Ave S-113, Miami, FL 33131",25.742227,-80.266061,,Coral Gables,food_beverage,,$$,4.8,Google (SerpApi),87,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.8) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Maintain monitoring cadence,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
clear_channel_outdoor,Clear Channel Outdoor,Ms. Carolina Mojena,(305) 803-9191,https://clearchanneloutdoor.com,"5800 NW 77th Ct, Doral, FL 33166",25.742227,-80.266061,,Coral Gables,marketing,Advertising / Marketing / Graphic Design,$$,3.8,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,platform,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
clementineswinegourmet,Clementine's Wine Gourmet,,(305) 877-2777,http://www.clementineswinegourmet.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,food_beverage,Wine store,$$,4.9,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.746782999999997,-80.2588122,Ponce corridor professional cluster,High rating (4.9) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
cleveralice,clever alice,,,http://cleveralice.com/,,25.742227,-80.266061,10012,Coral Gables,retail,Women's clothing store,$$,4.8,Google (Outscraper),36,,,0.55,Moderate,Y,Critical,multiple_issues(3); no_contact_info,N,outscraper,,2026-02-19,google,1,,,,inferred,,,Local business network,High rating (4.8) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
club_expats_feria_de_sevilla_en_miami_event,Club eXpats  Feria de Sevilla en Miami Event,Ms. Rebeca Calvet,(305) 608-3509,https://clubexpats.com,,25.742227,-80.266061,,Coral Gables,nonprofit,Fairs/Festivals,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
clubxfitnesscoralgables,clubX fitness - Coral Gables,,(305) 667-3539,http://www.clubxmiami.com/,,25.7211,-80.2773,33146,Coral Gables,wellness,Fitness center,$$,4.6,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.713918399999997,-80.2765288,Local business network,High rating (4.6) — quality leader,platform,Equipment suppliers; certification bodies; insurance panels,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
cmrconstructiongroup,CMR Construction Group,,(786) 305-6289,https://www.cmrconstructiongroup.com/,,25.7497,-80.2647,33134,Miracle Mile,construction,General contractor,$$,4.8,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.748227,-80.2560404,Miracle Mile retail corridor,High rating (4.8) — quality leader,infrastructure,Permitting (City of CG); material suppliers; labor unions,Prospect for CGCC membership,Standard operational risks,Material cost inflation; permitting delays; workforce housing demand,inferred
counderscore,Co Underscore,Dietrich Zeledon,888-835-5507,https://counderscore.com,,25.742227,-80.266061,,Coral Gables,consulting,Consultants  Business / Professional Services,$$,,Multi-platform,,PKP methodology + Chamber active,Minimal online visibility,1.0,High,Y,Critical,multiple_issues(2),Y,agent1-scraper,batch_cgcc_osint_01,2026-02-11,agent1,1,,,,original,,,CGCC member network,Monitor for rating/review changes,platform,CRM platforms; professional networks; conference circuit,Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
coach_ron_fraser,Coach Ron Fraser,,(305) 447-6510,http://www.coach.com/,"342 San Lorenzo Ave, Coral Gables, FL 33146",25.7062,-80.282,33143,Coral Gables,hospitality,tourism/artwork,$$$,,Google (SerpApi),,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7111474,-80.282758,Local business network,Low validation confidence — verify status,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,
coastal_construction_group,Coastal Construction Group,Mr. Tom C. Murphy,(305) 559-4900,https://coastalconstruction.com,"5959 Waterford District Dr #200, Miami, FL 33126",25.742227,-80.266061,,Coral Gables,construction,General Contractors / Construction Management,$$,4.4,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,infrastructure,Permitting (City of CG); material suppliers; labor unions,Maintain monitoring cadence,Standard operational risks,Material cost inflation; permitting delays; workforce housing demand,inferred
coblan_italian_kitchen_store,Coblan Italian Kitchen Store,Ms. Silvia Blanco,(786) 724-8485,https://coblanstore.com,"1805 NW 97th Ave, Miami, FL 33172",25.742227,-80.266061,,Coral Gables,retail,,$$,5,Google (SerpApi),36,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
cocobellagifthome,Coco Bella Gift & Home,,(305) 444-1334,,,25.7497,-80.2647,33134,Alhambra Circle,retail,Gift shop,$$,4.8,Google (Outscraper),36,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.753047199999997,-80.2613018,Alhambra financial district,High rating (4.8) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
coconoutgroveelementaryheadstart,Coconout Grove Elementary Head Start,,,,,25.7497,-80.2647,33134,Douglas Road Corridor,education,amenity:school,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7288889,-80.2436111,Douglas Road transit corridor,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
coconutgroveanimalclinic,Coconut Grove Animal Clinic,,(305) 448-2123,,,25.73,-80.2415,33133,Coral Gables,healthcare,Veterinarian,$$$,4.6,Google (Outscraper),52,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.727801099999997,-80.24528699999999,Local business network,High rating (4.6) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
coconutgrovecares,Coconut Grove Cares,,(305) 446-6216,https://coconutgrovecares.org/,,25.73,-80.2415,33133,Coral Gables,nonprofit,Non-profit organization,$,4.9,Google (Outscraper),52,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7268121,-80.2557939,Local business network,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
coconut_grove_chiropractic,Coconut Grove Chiropractic,,(305) 443-4636,http://www.grovechiropractic.com/,3400 Coral Way,25.753,-80.235,33145,Coral Gables,healthcare,healthcare/alternative,$$$,5.0,Google (Outscraper),334.0,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7496358,-80.2498125,Local business network,High rating (5.0) — quality leader; 334 reviews — high visibility; Low validation confidence — verify status,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,original
