business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,corroboration_sources,corroboration_count,price_tier_source,latitude,longitude,review_count_source
audrey_ross_team_compass_florida,Audrey Ross Team  Compass Florida,"Ms. Audrey Ross, PhD",(305) 206-4003,https://miamirealestate.com,"4699 Ponce de Leon Blvd, Coral Gables, FL 33146",,,,Coral Gables,food_beverage,,$$,4.5,Google (SerpApi),87,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.5) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
audrey_ross_team_compass,Audrey Ross Team - Compass,,(305) 661-4003,https://www.miamirealestate.com/,"4699 Ponce de Leon Blvd, Coral Gables, FL 33146, United States",,,,Coral Gables,real_estate,Luxury Residential,$$$$,4.5,Google (SerpApi),56,Responsiveness; deep neighborhood expertise,Luxury cycle volatility; founder concentration,0.85,Moderate,N,,,N,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,Local business network,MLS access; title companies; mortgage originators,Interest rate sensitivity; luxury condo oversupply; remote work migration,High rating (4.5) — quality leader,Interest rate sensitivity; market cycle exposure,Prospect for CGCC membership,cgcc,1,original,,,inferred
aurora_academy,Aurora Academy,,(303) 367-5983,http://www.aacademy.org/,"10251 E 1st Ave, Aurora, CO 80010",25.7352778,-80.2472222,33134,Bird Road Corridor,education,education/school,$$,,Google (SerpApi),,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,infrastructure,Bird Road commercial strip,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,original,25.7497,-80.2647,
auroramedinafamilydaycarehome,Aurora Medina Family Day Care Home,,,,,25.7580556,-80.2513889,33133,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.73,-80.2415,
autonation_chevrolet,AutoNation Chevrolet,,(305) 707-0139,https://www.autonationchevroletcoralgables.com/?&utm_source=local&utm_medium=organic&utm_campaign=*000012248*GMB,4181 Southwest 8th Street,25.7647211,-80.2627578,33134,Coral Gables,retail,retail/car,$$,4.3,Google (SerpApi),36,,,0.60,Low,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Low validation confidence — verify status,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,"google,osm",2,original,25.7497,-80.2647,inferred
autonationchevroletcoralgables,AutoNation Chevrolet Coral Gables,,(305) 707-0139,,,25.7648334,-80.2626495,33134,Coral Gables,auto_dealer,Chevrolet dealer,$$,4.3,Google (Outscraper),110,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,"google,osm",2,inferred,25.7497,-80.2647,inferred
autonationchevroletcoralgablesservicecenter,AutoNation Chevrolet Coral Gables Service Center,,(305) 707-0139,,,25.7645619,-80.26294399999999,33134,Coral Gables,auto_dealer,Car repair and maintenance service,$$,4.3,Google (Outscraper),110,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,"google,osm",2,inferred,25.7497,-80.2647,inferred
autozone,AutoZone,,(305) 267-6747,https://www.autozone.com/locations/fl/west-miami/6010-sw-8th-st.html,6010 Southwest 8th Street,25.7629156,-80.2936201,33144,Bird Road Corridor,retail,retail/car_parts,$$,4.5,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.5) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.756,-80.308,inferred
avalonsalon,Avalon Salon,,(305) 445-2631,,,25.7489563,-80.25649539999999,33134,Miracle Mile,personal_services,Beauty salon,$$,4.9,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
avante_insurance_group_llc,"Avante Insurance Group, LLC",Mrs. Gabriela Dominguez,(305) 812-7605,https://avantenea.com,"8700 W Flagler St Suite 401, Miami, FL 33174",,,,Coral Gables,insurance,,$$,3.5,Google (SerpApi),12,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network; Alhambra financial cluster,General commercial infrastructure,Climate risk repricing; Citizens Insurance reform; litigation environment,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
avantgarde_salon_spa,AvantGarde Salon & Spa,Ms. Zasil Zepeda,(305) 442-8136,https://avantgardesalonandspa.com,"155 Miracle Mile, Miami, FL 33134",25.7499675,-80.2578541,33134,Coral Gables,personal_services,Beauty Salon & Spa,$$,4.9,Google (Outscraper),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,25.7497,-80.2647,inferred
avenuesgifts,Avenues Gifts,,(305) 266-3330,,,25.7820152,-80.2785433,33126,Coral Gables,retail,Gift shop,$$,4.1,Google (Outscraper),36,,,0.55,Moderate,Y,Critical,multiple_issues(3),N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.758,-80.312,inferred
avenues_of_excellence_inc,Avenues of Excellence Inc.,Ms. Rose Hedgemond,(786) 749-2276,https://avenuesofexcellence.com,"1 Alhambra Plz PH floor, Coral Gables, FL 33134",,,,Coral Gables,education,Education / Finishing School,$$,5,Google (SerpApi),30,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
avetranifinancialnorthwesternmutual,Avetrani Financial - Northwestern Mutual,,(305) 351-3389,,,25.7519,-80.25869999999999,33134,Ponce de Leon Corridor,financial_services,Financial planner,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Ponce corridor professional cluster; Alhambra financial cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
avis,Avis,,(305) 648-2252,https://www.avis.com/en/locations/us/fl/coral-gables/lhcgf,6796 Southwest 40th Street,25.732405,-80.3046017,33155,Bird Road Corridor,auto_dealer,auto_services/car_rental,$$,1,Google (SerpApi),110,,,0.60,Low,Y,Critical,very_low_rating(1.0); multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Low rating (1.0) — at-risk; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7077,-80.3093,inferred
avison_young,Avison Young,Ms. Lisa Jesmer,(305) 447-7858,https://avisonyoung.us,,,,,Coral Gables,real_estate,,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment; Re-categorize with manual review,cgcc,1,original,,,
avomiami,Avo Miami,,(786) 534-4191,,,25.7029976,-80.2907376,33143,Sunset / South Gables,food_beverage,Health food restaurant,$$,4.8,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.8) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7062,-80.282,inferred
azucar_nightclub,Azucar Nightclub,,(786) 252-2996,,"2301 SW 32nd Ave, Miami, FL 33145",25.7481022,-80.2459477,33133,Coral Gables,automotive,other_amenity/nightclub,$$,3.9,Google (SerpApi),372,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,372 reviews — high visibility; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,osm,1,original,25.73,-80.2415,inferred
azzendo_wealth_advisors,Azzendo Wealth Advisors,Mr. Alejandro Grillo,(305) 648-9814,https://azzendo.com,"901 Ponce de Leon Blvd STE 501, Coral Gables, FL 33134",,,,Coral Gables,accounting,Accounting Department,$$$,4.5,Google (SerpApi),4,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.5) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
brelectronicssupply,B & R Electronics Supply,,(305) 255-4510,,,25.6503937,-80.3362561,33176,Sunset / South Gables,retail,Electronic parts supplier,$$,4.8,Google (Outscraper),36,,,0.55,Moderate,Y,Critical,multiple_issues(3),N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.659,-80.347,inferred
bcarchitectsaia,"B C Architects AIA, Inc.",,(305) 663-8182,,,25.7482732,-80.2561336,33134,Miracle Mile,professional_services,Architect,$$$,4.4,Google (Outscraper),75,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
babette,Babette,,,,,,,,Coral Gables,food_beverage,"French, Japanese",$$,4.9,TripAdvisor,16,,,0.70,Moderate,Y,Operational,no_contact_info,N,ta,CG-OSINT-20260212-v4.0,2026-02-12,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.9) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,tripadvisor,1,original,,,original
bacardi_usa,Bacardi USA,Mr. Eddie Cutillas,(305) 573-8600,https://bacardi.com,"3011 Ponce de Leon Blvd Suite 900, Coral Gables, FL 33134, United States",,,,Coral Gables,automotive,,$$,4.7,Google (SerpApi),372,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.7) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
bachour,Bachour,,(305) 203-0552,,,25.7538809,-80.261012,33134,Alhambra Circle,food_beverage,bakery/cafe,$$,4.4,Web,124,,,1.0,High,N,,,N,non-cgcc-run1,,2026-02-19,platform,Alhambra financial district,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,124 reviews — high visibility,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,cgcc,1,inferred,25.7497,-80.2647,original
bachour_bakery,Bachour Bakery,,(305) 203-0552,http://www.antoniobachour.com/,"2020 Salzedo St, Miami, FL 33134",,,,Coral Gables,food_beverage,Pastry/Brunch,$$$,4.6,Google (SerpApi),87,Visual presentation; world-class pastry technique,Scaling quality at volume; pricing,0.85,Moderate,N,,,N,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,cgcc,1,original,,,inferred
bachour_restaurant_and_bakery,Bachour Restaurant and Bakery,Ms. Ligia Garcia,(305) 203-0552,https://antoniobachour.com,"2020 Salzedo St, Miami, FL 33134",,,,Coral Gables,food_beverage,,$$,4.6,Google (SerpApi),87,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,platform,CGCC member network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader,Lease renewal risk; labor cost pressure,Maintain monitoring cadence,cgcc,1,original,,,inferred
baires_grill__coral_gables,Baires Grill - Coral Gables,,(786) 409-5121,https://www.bairesgrill.com/,180 Aragon Avenue,25.750198,-80.2584615,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$,4.1,TripAdvisor,22,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Miracle Mile retail corridor; Miracle Mile dining cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,original
ball_chain,Ball & Chain,Ms. Samantha Nieves,(786) 442-5024,https://madroomhospitality.com,"1513 SW 8th St, Miami, FL 33135",,,,Coral Gables,food_beverage,,$$,4.6,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.6) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
ball_janik,Ball Janik,Ms. Peggy Vivas,(786) 290-1127,https://balljanik.com,"100 SE 2nd St Suite 4100, Miami, FL 33131",,,,Coral Gables,legal,Attorneys  Real Estate,$$,5,Google (SerpApi),74,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
