business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,cuisine_type,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels,pkp_undercurrents,chamber_member,source,batch_id,last_reviewed
daybreak,Daybreak,,,,,25.7179475,-80.2773028,33146,University of Miami,food_beverage,restaurant,breakfast,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:University of Miami,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
deleiteseventscatering,DeleiteS | Events & Catering,Ms. Shallya Sanchez Llerena,(786) 657-1834,deleitesevents.com,,,,,Coral Gables,food_beverage,Caterers & Events,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
dennys,Denny's,,(305) 666-6250,https://locations.dennys.com/FL/CORAL-GABLES/248698,1150 South Dixie Highway,25.7156959,-80.2750603,33146,University of Miami,food_beverage,restaurant,american,$$,3.7,TripAdvisor,96,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:University of Miami,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM+TA,CG-OSINT-20260212-v4.0,2026-02-12
diced,Diced,,,,2342 Southwest 67th Avenue,25.7487814,-80.3038744,33146,Coral Gables,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
docbsfreshkitchen,Doc B's Fresh Kitchen,,,,,,,,Coral Gables,food_beverage,"American, Steakhouse","American, Steakhouse",$$,4.6,TripAdvisor,87,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
docbsrestaurantbar,Doc B's Restaurant + Bar,,,,301 Miracle Mile,25.7497559,-80.2608803,33134,Miracle Mile,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
dominos,Domino's,,(305) 667-3666,https://pizza.dominos.com/florida/coral-gables/5877-ponce-de-leon-blvd,5877 Ponce de Leon Boulevard,25.7103294,-80.2835074,33146,Douglas Road Corridor,food_beverage,fast_food,pizza,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
donninternationalbakery,Don Pan International Bakery,,,https://donpan.com/,400 South Dixie Highway,25.7260015,-80.2619412,33146,Coral Gables,food_beverage,restaurant,mexican;venezuelan;international;latin_american,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
doordash,Door Dash,Mr. Darrell Davis,,doordash.com,,,,,Coral Gables,food_beverage,Food and Drink Delivery,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
dunkin,Dunkin',,(305) 330-4357,https://locations.dunkindonuts.com/en/fl/miami/8099-s-dixie-hwy/349618,8099 South Dixie Highway,25.6952018,-80.2999657,33143,Sunset / South Gables,food_beverage,fast_food,donut;coffee_shop,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
eatinghouse,Eating House,,,,,,,,Coral Gables,food_beverage,"American, International","American, International",$$,4.3,TripAdvisor,286,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
einsteinbrosbagels,Einstein Bros. Bagels,,(305) 668-6260,https://locations.einsteinbros.com/us/fl/south-miami/5946-s-dixie-hwy,5946 South Dixie Highway,25.7035335,-80.2900886,33143,Sunset / South Gables,food_beverage,fast_food,bagel,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
elatlacatl,El Atlacatl,,(305) 649-8000,https://elatlacatlmiami.com/,3199 Southwest 8th Street,25.7650746,-80.2468048,33133,Coral Gables,food_beverage,restaurant,salvadoran;latin_american,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
elchurrascasogrillbirdroad,El Churrascaso Grill Bird Road,,,,,25.7339405,-80.3010633,33146,Bird Road Corridor,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
elmagodelasfritas,El Mago de las Fritas,,(305) 266-8486,http://www.elmagodelasfritas.com/,5828 Southwest 8th Street,25.7632789,-80.290811,33134,Coral Gables,food_beverage,restaurant,cuban;latin_american,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
ellaciodelosjugos,El Palacio de los Jugos,,,,7085 Southwest 24th Street,25.7483384,-80.3094684,33146,Coral Gables,food_beverage,restaurant,latin_american;cuban,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
elpinero,El Pinero,,,,2440 Southwest 67th Avenue,25.747497,-80.3038513,33146,Coral Gables,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
eltaquitos,El Taquitos,,,,,25.7277388,-80.2427881,33134,Douglas Road Corridor,food_beverage,restaurant,mexican,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
eliaatsebastianscaf,Elia At Sebastian's CafÃ©,,(305) 284-1934,https://newmanalumnicenter.miami.edu/about-2/sebastians-cafe/,6200 San Amaro Drive,25.7112525,-80.2835434,33146,Coral Gables,food_beverage,restaurant,sandwich,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
emmysquaredpizza,Emmy Squared Pizza,Ms. Nawal Alawamleh,(786) 607-3669,emmysquaredpizza.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Pizza,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
erba,Erba,Mr. Carmelo Pecoraro,(305) 712-7788,erbamiami.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
facultyclub,Faculty Club,,,https://dineoncampus.com/miami/faculty-club,,25.7195742,-80.2786385,33146,University of Miami,food_beverage,fast_food,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:University of Miami,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fiolamiami,Fiola Miami,,,,1500 San Ignacio Avenue,25.7051107,-80.282596,33146,Sunset / South Gables,food_beverage,restaurant,italian,$$,4.2,TripAdvisor,190,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+TA,CG-OSINT-20260212-v4.0,2026-02-12
fiveguys,Five Guys,,(305) 740-5972,https://restaurants.fiveguys.com/1540-s-dixie-highway-(us-1),1540 South Dixie Highway,25.7087991,-80.2835942,33146,Sunset / South Gables,food_beverage,fast_food,burger,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
flemingsprimesteakhousewinebarcoralgables,Fleming's Prime Steakhouse & Wine Bar Coral Gables,Ms. Zoraida Mata,(305) 569-7995,flemingssteakhouse.com,,,,,Coral Gables,food_beverage,Restaurants,"Steakhouse, Bar",$$,4.4,TripAdvisor,429,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+TA,CG-OSINT-20260212-v4.0,2026-02-12
focacciabistro,Focaccia Bistro,,,http://www.focacciabistro.com,3111 Grand Avenue,25.7282289,-80.2437628,33133,Douglas Road Corridor,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fogodechobraziliansteakhouse,Fogo de ChÃ£o Brazilian Steakhouse,,(786) 297-8788,,2801 Ponce de Leon Blvd,,,,Coral Gables,food_beverage,"Brazilian, Steak","Brazilian, Steak",$$,,,,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
fogodechocoralgables,Fogo de ChÃ£o Coral Gables,Ms. Miranda Johnson,(786) 297-8788,fogo.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
fontanaitalianbiltmorehotelmiami,Fontana Italian Biltmore Hotel Miami,,(305) 913-3189,https://www.biltmorehotel.com/dining/fontana/,1200 Anastasia Avenue,25.7405787,-80.278365,33134,Coral Gables,food_beverage,restaurant,italian,$$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fontanarestaurant,Fontana Restaurant,,,,,,,,Coral Gables,food_beverage,American,American,$$,4.2,TripAdvisor,460,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
fontanaristorante,Fontana Ristorante,Mr. Pred Starcevic,(305) 913-3200,biltmorehotel.com/coralâ€‘gablesâ€‘dining/fontana,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
fooddrinkstation,Food & Drink Station,,,,,25.7049069,-80.285251,33143,Sunset / South Gables,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
francesco,Francesco,Ms. Cynthia Pinto,(305) 797-4039,,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
fratellino,Fratellino,,,,,,,,Coral Gables,food_beverage,Italian,Italian,$$,4.8,TripAdvisor,538,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
freddotraditionalgelato,Freddo Traditional Gelato,Mr. Emiliano Deambrosi,(305) 342-9772,freddo.com,176 Giralda Avenue,25.7511908,-80.2582899,33134,Ponce de Leon Corridor,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Ponce de Leon Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
frenchiesdinner,Frenchies Dinner,,,http://www.frenchiesdiner.com,2618 Galiano Street,25.7475145,-80.2567218,33134,Ponce de Leon Corridor,food_beverage,restaurant,french,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Ponce de Leon Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fresco,Fresco,,,,948 Southwest 67th Avenue,25.7619481,-80.3052876,33134,Coral Gables,food_beverage,retail/supermarket,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fritzfranzbierhaus,Fritz & Franz Bierhaus,,,https://www.bierhaus.cc/,60 Merrick Way,25.7508508,-80.2562045,33134,Miracle Mile,food_beverage,restaurant,german,$$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
fritzandfranzbierhaus,Fritz and Franz Bierhaus,,,,,,,,Coral Gables,food_beverage,"German, Bar","German, Bar",$$$$,4.3,TripAdvisor,189,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
gablescafe,Gables Cafe,,,,,,,,Coral Gables,food_beverage,Cafe,Cafe,$$,4.5,TripAdvisor,2,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
genuinepizza,Genuine Pizza,,,,2996 McFarlane Road,25.7277948,-80.2422514,33133,Douglas Road Corridor,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
grazianosgourmet,Graziano's Gourmet,Mr. Mario L. Graziano,(305) 460-0001,grazianosgroup.com,,,,,Coral Gables,food_beverage,Restaurants,"Italian, Steakhouse",$$,4.2,TripAdvisor,509,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+TA,CG-OSINT-20260212-v4.0,2026-02-12
grazianosmercadoatthelifetimebuilding,Graziano's Mercado at The Lifetime Building,Ms. Melissa Graziano,(786) 633-3948,grazianosgroup.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
grazianosinthegables,Graziano's in the Gables,Mr. Leo Graziano,(305) 774-3599,grazianosgroup.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
groovyspizzagrill,Groovys Pizza & Grill,,(786) 536-6772,https://www.groovyspizzaandgrill.com/,2770 Southwest 27th Avenue,25.740882,-80.2381244,33133,Douglas Road Corridor,food_beverage,restaurant,pizza;burger,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
grovebaygrill,Grove Bay Grill,,,,3381 Pan American Drive,25.728742,-80.2333947,33133,Coral Gables,food_beverage,bar,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
gustave,Gustave,,,,366 Miracle Mile,25.7490361,-80.262046,33134,Miracle Mile,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
